"primary_id","review_date","category","rating","label","text"
"A_00264","2026-03-26","Home_and_Kitchen_5",4,"OR","Use it at work with our staff of 5. Holding up well."
"A_00265","2026-03-16","Home_and_Kitchen_5",5,"OR","Great mug! Husband says it is one of his favorites."
"A_00266","2026-01-22","Home_and_Kitchen_5",5,"OR","Worked out great for the small space I had in my closet!"
"A_00267","2026-01-09","Home_and_Kitchen_5",3,"OR","Was a gift, so don't know how it is. It is beautiful."
"A_00268","2026-01-26","Home_and_Kitchen_5",5,"OR","This product actually works. Tried before and after use, definitely a difference."
"A_00269","2026-04-30","Home_and_Kitchen_5",5,"OR","Very happy with the quality of the merchandise and the speedy delivery."
"A_00270","2026-05-04","Home_and_Kitchen_5",5,"OR","American made! Love that, now I just need the matching measuring cups"
"A_00271","2026-02-25","Home_and_Kitchen_5",3,"OR","Not enough for a whole pie. Would need two or three sets."
"A_00272","2026-04-01","Home_and_Kitchen_5",5,"OR","Very impressed with the quality. Its a great size bag and durable."
"A_00273","2026-01-03","Home_and_Kitchen_5",5,"OR","Does what it is suppose to do. Hot water in a flash"
"A_00274","2026-04-14","Home_and_Kitchen_5",4,"OR","fantastic goblet, can store a lot of fluid like wine and beer!"
"A_00275","2026-02-02","Home_and_Kitchen_5",5,"OR","Doesn't get warm even after sitting on it for hours."
"A_00276","2026-02-18","Home_and_Kitchen_5",5,"OR","I can't believe the low price for such quality!  Love it!"
"A_00277","2026-03-07","Home_and_Kitchen_5",4,"OR","This is a reorder. Rated before whwn originally purchase."
"A_00278","2026-02-12","Home_and_Kitchen_5",5,"OR","Makes a good cup of coffee and takes any of the cups"
"A_00279","2026-02-25","Home_and_Kitchen_5",5,"OR","I ordered this for my husband...he loves the set...especially the noodle strainer:)"
"A_00280","2026-02-25","Home_and_Kitchen_5",1,"OR","Plastic threads in the socket and the bulbs sent do not fit."
"A_00281","2026-01-29","Home_and_Kitchen_5",3,"OR","Nice. haven't totally unpacked it yet. is a gift. Styrofoam all over the place."
"A_00282","2026-05-02","Home_and_Kitchen_5",2,"OR","don't last long if you pull it along but otherwise it's ok"
"A_00283","2026-03-12","Home_and_Kitchen_5",5,"OR","Exactly what I was looking for.  Love that they are clear."
"A_00284","2026-01-28","Home_and_Kitchen_5",5,"OR","These are great toilet brush holders. Sleek design and appear well made"
"A_00285","2026-02-12","Home_and_Kitchen_5",5,"OR","Excellent service; arrived quickly and as promised. This is a lovely lamp."
"A_00286","2026-02-27","Home_and_Kitchen_5",5,"OR","I loved this! Small little cookie cutter - does its job perfectly."
"A_00287","2026-01-28","Home_and_Kitchen_5",4,"OR","Makes keeping track of shoes easier, up off the floor and visible."
"A_00288","2026-04-01","Home_and_Kitchen_5",5,"OR","Wonderful product.  Shipped promptly.  Ordered about ten sets a gifts."
"A_00289","2026-02-10","Home_and_Kitchen_5",3,"OR","very slow toasting, my rye bread becomes rock hard before it's toasted."
"A_00290","2026-01-15","Home_and_Kitchen_5",3,"OR","I do find it a bit too soft, but overall it's ok."
"A_00291","2026-04-08","Home_and_Kitchen_5",4,"OR","I bought 10 of them and one of the corners was broken."
"A_00292","2026-01-26","Home_and_Kitchen_5",5,"OR","I want more
The perfect pasta,cereal,ice cream,soup bowl ever perfect size for cereal"
"A_00293","2026-03-15","Home_and_Kitchen_5",5,"OR","I love the Blue Air product and these filter covers are awesome!"
"A_00294","2026-02-24","Home_and_Kitchen_5",5,"OR","Love it! Good quality and nice soft night light and noise variations"
"A_00295","2026-02-26","Home_and_Kitchen_5",2,"OR","worked OK the one time before it fell apart and became unusable"
"A_00296","2026-04-29","Home_and_Kitchen_5",5,"OR","Is s good strong suction vacuume. World's good an the carpet also."
"A_00297","2026-03-10","Home_and_Kitchen_5",5,"OR","Nice floral. no dead heading and no watering."
"A_00298","2026-03-09","Home_and_Kitchen_5",5,"OR","The lghts work beautifully and are very bright."
"A_00299","2026-02-18","Home_and_Kitchen_5",5,"OR","Worked for my rum infused chocolate covered strawberries and molded chocolate hearts."
"A_00300","2026-01-29","Home_and_Kitchen_5",5,"OR","The shells are beautiful and just what I'm looking for.  Thanks."
"A_00301","2026-01-31","Home_and_Kitchen_5",5,"OR","Good quality, great price.  A tad loose on my 15"" mattress."
"A_00302","2026-05-07","Home_and_Kitchen_5",5,"OR","very sturdy and a great addition to our eat in breakfast nook."
"A_00303","2026-03-08","Home_and_Kitchen_5",5,"OR","Classic, sturdy and functional.  Perfect for keeping honey at room temperature."
"A_00304","2026-03-16","Home_and_Kitchen_5",5,"OR","Wonderful!!!!! Great size, throw them in the dishwasher - these area GREAT!!!!!"
"A_00305","2026-03-01","Home_and_Kitchen_5",1,"OR","This one came to me broken!! The handle was a broken piece!"
"A_00306","2026-01-01","Home_and_Kitchen_5",5,"OR","Sturdy,  holds all my Camis and makes them easy to access."
"A_00352","2026-03-02","Home_and_Kitchen_5",3,"OR","Wish these were thicker. The cute polka dots pretty much disappear after baking."
"A_00353","2026-02-18","Home_and_Kitchen_5",5,"OR","The hooks are great for hanging stars from my ceiling! And great price!"
"A_00354","2026-01-21","Home_and_Kitchen_5",1,"OR","Returned and exchanged twice now. Base broken every time. Over it."
"A_00355","2026-04-30","Home_and_Kitchen_5",5,"OR","This knife is very sharp, be careful. Worked perfect for what i needed."
"A_00356","2026-03-01","Home_and_Kitchen_5",5,"OR","Nice to travel with, taking them to Italy where ice is rather scarce."
"A_00357","2026-04-25","Home_and_Kitchen_5",3,"OR","If their handles were a bit thicker/stronger they will be a great product."
"A_00358","2026-03-14","Home_and_Kitchen_5",1,"OR","Do Not buy!! Quit working less than 2 months after it was purchased!!!"
"A_00359","2026-03-10","Home_and_Kitchen_5",4,"OR","not as sturdy as i had expected. wobbles. it does the job though."
"A_00360","2026-04-21","Home_and_Kitchen_5",5,"OR","the blue color is much better than on picture. Good price and quality."
"A_00361","2026-01-07","Home_and_Kitchen_5",1,"OR","The knob from the end of the rod broke. Not good quality product."
"A_00362","2026-02-26","Home_and_Kitchen_5",5,"OR","They hold up my clothes. The yellow stuff doesn't rub off. Good hangars."
"A_00363","2026-01-04","Home_and_Kitchen_5",4,"OR","A little shorter then i expected but will try it out next christmas"
"A_00364","2026-03-15","Home_and_Kitchen_5",5,"OR","Love these sheets they are soft, cotton feel fit our king waterbed ."
"A_00365","2026-04-22","Home_and_Kitchen_5",4,"OR","as others mentioned - cord kinda small, and the hose is kinda stiff."
"A_00366","2026-01-26","Home_and_Kitchen_5",5,"OR","Got this for my daughters new place.  She seems to love it."
"A_00367","2026-02-19","Home_and_Kitchen_5",5,"OR","These were really fun for an Alice and Wonderland themed party."
"A_00368","2026-03-07","Home_and_Kitchen_5",5,"OR","This is a beautiful table runner and looks great on my antique table."
"A_00369","2026-02-14","Home_and_Kitchen_5",5,"OR","Worked as expected, good price. Not much to say about a balloon weight."
"A_00370","2026-04-22","Home_and_Kitchen_5",4,"OR","Nice and easy to assemble, it serves it's purpose both functional and aesthetically"
"A_00371","2026-05-04","Home_and_Kitchen_5",5,"OR","These are so useful and attractive.  They made my old knives obsolete."
"A_00372","2026-03-23","Home_and_Kitchen_5",5,"OR","Works great and less than the shark brand! wiil and have bought again"
"A_00373","2026-02-20","Home_and_Kitchen_5",5,"OR","This is exactly as advertised. Does. To get moldy.  Easy to clean."
"A_00374","2026-03-12","Home_and_Kitchen_5",4,"OR","Nice design great speed .. It worked excellent for my home made tamales"
"A_00375","2026-03-16","Home_and_Kitchen_5",1,"OR","Smells good, but it was broken and the glass is  cracked bad."
"A_00376","2026-01-26","Home_and_Kitchen_5",1,"OR","I was sent a soap fish that looked nothing like the pictures cattie."
"A_00377","2026-02-12","Home_and_Kitchen_5",4,"OR","Great product, does it's job well holding my lunch several days a week."
"A_00378","2026-01-29","Home_and_Kitchen_5",5,"OR","Cute lunchbox, great for preschooler. Fits plenty of food and easy to clean."
"A_00379","2026-05-03","Home_and_Kitchen_5",5,"OR","Nice quality. I bought this to be used with my Solo Campfire Stove."
"A_00380","2026-01-29","Home_and_Kitchen_5",5,"OR","Can't beat this time tested design.  Easy installation... highly functional ...priced right."
"A_00381","2026-03-31","Home_and_Kitchen_5",3,"OR","In terms of overall durability, they're great, but they do scratch very easily."
"A_00382","2026-01-29","Home_and_Kitchen_5",5,"OR","So far, so good! And no weird smell, unlike so many plastic liners."
"A_00383","2026-05-07","Home_and_Kitchen_5",5,"OR","Fantastic design. No debris falls out with the ends designed as they are."
"A_00384","2026-02-03","Home_and_Kitchen_5",5,"OR","Nice size.  Fits perfectly.  Love the added organization  they provide."
"A_00385","2026-02-08","Home_and_Kitchen_5",5,"OR","I use this pot for most everything!  This is my second purchase."
"A_00386","2026-03-30","Home_and_Kitchen_5",5,"OR","Very pleased with the product. Arrived in a timely manner. Exactly as shown."
"A_00387","2026-04-12","Home_and_Kitchen_5",5,"OR","Great for the mudrooma and as a towel rack and other wonderful projects."
"A_00388","2026-01-10","Home_and_Kitchen_5",5,"OR","SOOOOOOO cute. I love them. Adorable. Well made and totally worth the price!!"
"A_00389","2026-03-06","Home_and_Kitchen_5",5,"OR","I got these as a gift for my son."
"A_00390","2026-05-05","Home_and_Kitchen_5",5,"OR","Hygienic and great looks, what else do you want from a toilet brush?"
"A_00391","2026-03-13","Home_and_Kitchen_5",5,"OR","I have this on my bar for rimming salt for margaritas. Looks sleek."
"A_00392","2026-03-01","Home_and_Kitchen_5",3,"OR","Returned because I thought I was ordering the bed and not the trundle"
"A_00393","2026-02-13","Home_and_Kitchen_5",5,"OR","This clock is large, easy to read, inexpensive, and gets the job done."
"A_00394","2026-04-01","Home_and_Kitchen_5",5,"OR","great tool ....my knives are a sharp as when I purchased them new"
"A_00395","2026-01-03","Home_and_Kitchen_5",5,"OR","Super cute & great price! Have it in the blue and white too!"
"A_00396","2026-04-04","Home_and_Kitchen_5",4,"OR","Bought as a gift for my daughter, seems to be a great buy."
"A_00441","2026-05-10","Home_and_Kitchen_5",4,"OR","doesn't last very long. you can only burn so long before it won't float."
"A_00442","2026-03-31","Home_and_Kitchen_5",5,"OR","I use to make beer can chicken on the smoker.  Cleans up easily."
"A_00443","2026-04-09","Home_and_Kitchen_5",5,"OR","Soft, soft, soft.  We love them.  We would order again without hesitation."
"A_00444","2026-02-23","Home_and_Kitchen_5",5,"OR","Perfect small scale! Easy to use and compact size makes it convenient for travel."
"A_00445","2026-02-21","Home_and_Kitchen_5",5,"OR","I love this pitcher! Perfect for tea and it doesn't drip all over everything!"
"A_00446","2026-01-22","Home_and_Kitchen_5",5,"OR","every bit as good as the name brand; do not hesitate to get these!"
"A_00447","2026-01-29","Home_and_Kitchen_5",5,"OR","Perfect size for my kitchen.  Easy to assemble. Very happy with this cart!"
"A_00448","2026-02-23","Home_and_Kitchen_5",3,"OR","Didn't really help make a difference.  Must be time for a new robot"
"A_00449","2026-02-13","Home_and_Kitchen_5",5,"OR","These hooks are gorgeous! They really add an elegant touch to my shower curtain."
"A_00450","2026-02-28","Home_and_Kitchen_5",5,"OR","Love the color. Love that it is lightweight.
The bowls are much larger than expected."
"A_00451","2026-03-28","Home_and_Kitchen_5",5,"OR","This item's bulky for a small apartment counter top, but works like a charm!"
"A_00452","2026-04-14","Home_and_Kitchen_5",5,"OR","Love, love, love this coffee maker. It is the perfect size for my RV."
"A_00453","2026-03-29","Home_and_Kitchen_5",4,"OR","Works well even when only partially submerged. Makes frothing easy for beginners like me."
"A_00454","2026-03-23","Home_and_Kitchen_5",4,"OR","Went together OK and looks good in the corner. The color is very dark"
"A_00455","2026-02-24","Home_and_Kitchen_5",5,"OR","You rarely have to use the AC if you live somewhere with no humidity."
"A_00456","2026-04-12","Home_and_Kitchen_5",5,"OR","GIFT FOR HUSBAND, HAS SHARPENED EVERY KNIFE IN THE HOUSE. WORKS WELL, NO PROBLEMS"
"A_00457","2026-04-21","Home_and_Kitchen_5",5,"OR","These are nice towels. Absorbs well.
Getting ready to see if they come in gray"
"A_00458","2026-03-07","Home_and_Kitchen_5",4,"OR","Nice product have not had much experience with this thing the roller is awesome.."
"A_00459","2026-04-16","Home_and_Kitchen_5",4,"OR","Plastic a little flimsy but it does hold many photos and keeps them safe"
"A_00460","2026-05-11","Home_and_Kitchen_5",5,"OR","This knife sharpener works really well I also sharpen my sewing scissors with it"
"A_00461","2026-01-31","Home_and_Kitchen_5",5,"OR","This product is sturdy and has a nice design.  Will last and last."
"A_00462","2026-04-13","Home_and_Kitchen_5",4,"OR","Decent for the price. I am using it behind my love seat...so it works."
"A_00463","2026-02-10","Home_and_Kitchen_5",4,"OR","Definitely not water proof but worth the price, keeps the dust and dirt away."
"A_00464","2026-04-21","Home_and_Kitchen_5",3,"OR","Very nice but you have to be careful in handling. The edges crack easily."
"A_00465","2026-04-28","Home_and_Kitchen_5",5,"OR","Had a mismatched header vs bed frame.  This worked great! Have recommended since!"
"A_00466","2026-02-25","Home_and_Kitchen_5",5,"OR","It was a gift for my daughter and she said it really works well."
"A_00467","2026-01-30","Home_and_Kitchen_5",3,"OR","kind of cheap, really thin metal, does the trick.
Exactly what youd expect for $1.99."
"A_00468","2026-03-20","Home_and_Kitchen_5",5,"OR","Love this product, wish it had built in razor for cutting, otherwise I'm happy"
"A_00469","2026-04-09","Home_and_Kitchen_5",5,"OR","cute - my granddaughter is 3 & has it in her play kitchen set"
"A_00470","2026-01-01","Home_and_Kitchen_5",5,"OR","A gift for my granddaughter after she saw mine and we both love them."
"A_00471","2026-02-22","Home_and_Kitchen_5",5,"OR","This worked great for my skin and my hair! Definitely recommend it to others!"
"A_00472","2026-04-21","Home_and_Kitchen_5",5,"OR","Simply put, they are fantastic.  Very happy with my purchase!  Thank you!"
"A_00473","2026-04-24","Home_and_Kitchen_5",5,"OR","Easy to cut, let the right amount of light in and keeps peepers out."
"A_00474","2026-04-05","Home_and_Kitchen_5",5,"OR","My wife and I put this together rather quickly and it looks really good!"
"A_00475","2026-01-24","Home_and_Kitchen_5",5,"OR","Good price and they look lovely on my windows.  I've gotten many compliments."
"A_00476","2026-04-14","Home_and_Kitchen_5",5,"OR","These are great. The mounts hold the bottle well and they come out easy."
"A_00477","2026-03-05","Home_and_Kitchen_5",5,"OR","all the carts I got where well worth the money I paidi for them"
"A_00478","2026-01-07","Home_and_Kitchen_5",5,"OR","Enhances the mood while purifying the air. Doubles as a beautiful night light too!"
"A_00479","2026-02-23","Home_and_Kitchen_5",1,"OR","DON'T BEND THEM OR THEY WILL SPLIT.  THEY NEED TO BE MORE RESILIENT."
"A_00480","2026-02-24","Home_and_Kitchen_5",5,"OR","Doesn't get any better than this.  Outstanding quality.  Just the right size."
"A_00481","2026-02-14","Home_and_Kitchen_5",5,"OR","these frames were awesome for the price. love the mat that is included."
"A_00482","2026-01-03","Home_and_Kitchen_5",5,"OR","Excellent!! My husband also uses it to find tiny bolts dropped on the carpet..."
"A_00483","2026-03-05","Home_and_Kitchen_5",5,"OR","Excellent mug, great detail, just as pictured and just as described, works as expected"
"A_00484","2026-05-07","Home_and_Kitchen_5",4,"OR","This seems to work pretty well - though it could be a bit bigger."
"A_00526","2026-01-03","Home_and_Kitchen_5",5,"OR","These are great, good set to buy but I added the couple larger pieces also."
"A_00527","2026-02-05","Home_and_Kitchen_5",5,"OR","Obsessed. So adorable, they look like real plants. Made a perfect addition to our bathroom."
"A_00528","2026-01-05","Home_and_Kitchen_5",1,"OR","The picture was of my 7 qt cooker but I received a 6 qt bowl."
"A_00529","2026-01-06","Home_and_Kitchen_5",5,"OR","I'm very pleased with the quality and look of this set and the excellent service!"
"A_00530","2026-02-10","Home_and_Kitchen_5",5,"OR","Just what I've come to expect in terms of quality. A brand you can trust."
"A_00531","2026-01-27","Home_and_Kitchen_5",4,"OR","They work fine now for 6 months, would give 5 stars but recipes are horrible."
"A_00532","2026-05-09","Home_and_Kitchen_5",4,"OR","Would have been a 5 star had all the holes been sewn instead I'd grommets"
"A_00533","2026-04-12","Home_and_Kitchen_5",5,"OR","For use at granddaughters college dorm bed.  She says it really improves her sleep."
"A_00534","2026-01-26","Home_and_Kitchen_5",5,"OR","In just about a month we've found this to be all we expected and more."
"A_00535","2026-01-13","Home_and_Kitchen_5",4,"OR","Great water filter. My ice maker made more clear ice than I'd even had before."
"A_00536","2026-02-03","Home_and_Kitchen_5",5,"OR","Perfect step stool, so the kids and my Mom can get in my Jeep. "
